timestamp,zone,count
2025-10-26T01:46:15.033473,gate_a,233
2025-10-26T01:46:15.033486,stage_front,130
2025-10-26T01:46:19.057917,gate_a,251
2025-10-26T01:46:19.057936,stage_front,121
2025-10-26T01:46:23.096957,gate_a,252
2025-10-26T01:46:23.096974,stage_front,120
2025-10-26T01:46:27.133322,gate_a,275
2025-10-26T01:46:27.133340,stage_front,124
2025-10-26T01:46:31.180439,gate_a,259
2025-10-26T01:46:31.180452,stage_front,113
2025-10-26T01:46:35.208646,gate_a,290
2025-10-26T01:46:35.208660,stage_front,114
2025-10-26T01:46:39.246797,gate_a,256
2025-10-26T01:46:39.246811,stage_front,116
2025-10-26T01:46:43.269064,gate_a,276
2025-10-26T01:46:43.269077,stage_front,111
2025-10-26T01:46:47.312518,gate_a,293
2025-10-26T01:46:47.312531,stage_front,129
2025-10-26T01:46:51.361602,gate_a,237
2025-10-26T01:46:51.361618,stage_front,123
2025-10-26T01:46:55.402093,gate_a,232
2025-10-26T01:46:55.402111,stage_front,110
2025-10-26T01:46:59.451525,gate_a,229
2025-10-26T01:46:59.451539,stage_front,124
2025-10-26T01:47:03.501828,gate_a,234
2025-10-26T01:47:03.501841,stage_front,129
2025-10-26T01:47:07.540521,gate_a,226
2025-10-26T01:47:07.540541,stage_front,124
2025-10-26T01:47:11.583854,gate_a,233
2025-10-26T01:47:11.583869,stage_front,129
2025-10-26T01:47:15.609973,gate_a,220
2025-10-26T01:47:15.609987,stage_front,113
2025-10-26T01:47:19.642120,gate_a,220
2025-10-26T01:47:19.642138,stage_front,124
2025-10-26T01:47:23.717955,gate_a,201
2025-10-26T01:47:23.717970,stage_front,117
2025-10-26T01:47:27.754770,gate_a,216
2025-10-26T01:47:27.754791,stage_front,127
2025-10-26T01:47:31.802605,gate_a,211
2025-10-26T01:47:31.802618,stage_front,113
2025-10-26T01:47:35.849046,gate_a,195
2025-10-26T01:47:35.849060,stage_front,117
2025-10-26T01:47:39.894321,gate_a,190
2025-10-26T01:47:39.894336,stage_front,129
2025-10-26T01:47:43.946804,gate_a,193
2025-10-26T01:47:43.946817,stage_front,116
2025-10-26T01:47:47.969586,gate_a,182
2025-10-26T01:47:47.969600,stage_front,119
2025-10-26T01:47:52.024995,gate_a,175
2025-10-26T01:47:52.025008,stage_front,125
2025-10-26T01:47:56.057355,gate_a,180
2025-10-26T01:47:56.057367,stage_front,114
2025-10-26T01:48:00.081696,gate_a,179
2025-10-26T01:48:00.081708,stage_front,121
2025-10-26T01:48:04.120374,gate_a,158
2025-10-26T01:48:04.120386,stage_front,123
2025-10-26T01:48:08.166605,gate_a,152
2025-10-26T01:48:08.166618,stage_front,116
2025-10-26T01:48:12.193903,gate_a,154
2025-10-26T01:48:12.193916,stage_front,129
2025-10-26T01:48:16.237151,gate_a,150
2025-10-26T01:48:16.237163,stage_front,128
2025-10-26T01:48:20.263719,gate_a,150
2025-10-26T01:48:20.263738,stage_front,128
2025-10-26T01:48:24.291870,gate_a,82
2025-10-26T01:48:24.291884,stage_front,118
2025-10-26T01:48:28.347111,gate_a,86
2025-10-26T01:48:28.347123,stage_front,128
2025-10-26T01:48:32.389950,gate_a,90
2025-10-26T01:48:32.389969,stage_front,125
2025-10-26T01:48:36.417388,gate_a,99
2025-10-26T01:48:36.417400,stage_front,113
2025-10-26T01:48:40.444508,gate_a,96
2025-10-26T01:48:40.444522,stage_front,110
2025-10-26T01:48:44.473009,gate_a,86
2025-10-26T01:48:44.473022,stage_front,115
2025-10-26T01:48:48.502318,gate_a,97
2025-10-26T01:48:48.502335,stage_front,112
2025-10-26T01:48:52.554527,gate_a,104
2025-10-26T01:48:52.554546,stage_front,121
2025-10-26T01:48:56.581257,gate_a,111
2025-10-26T01:48:56.581269,stage_front,118
2025-10-26T01:49:00.601637,gate_a,139
2025-10-26T01:49:00.601650,stage_front,126
2025-10-26T01:49:04.627475,gate_a,155
2025-10-26T01:49:04.627487,stage_front,114
2025-10-26T01:49:08.668199,gate_a,187
2025-10-26T01:49:08.668219,stage_front,117
2025-10-26T01:49:12.730254,gate_a,204
2025-10-26T01:49:12.730269,stage_front,128
2025-10-26T01:49:16.771262,gate_a,213
2025-10-26T01:49:16.771275,stage_front,128
2025-10-26T01:49:20.800076,gate_a,236
2025-10-26T01:49:20.800100,stage_front,121
2025-10-26T01:49:24.821516,gate_a,270
2025-10-26T01:49:24.821535,stage_front,119
2025-10-26T01:49:28.860701,gate_a,276
2025-10-26T01:49:28.860723,stage_front,117
2025-10-26T01:49:32.906890,gate_a,252
2025-10-26T01:49:32.906911,stage_front,110
2025-10-26T01:49:36.967696,gate_a,299
2025-10-26T01:49:36.967710,stage_front,122
2025-10-26T01:49:40.998345,gate_a,262
2025-10-26T01:49:40.998364,stage_front,121
2025-10-26T01:49:45.053115,gate_a,280
2025-10-26T01:49:45.053130,stage_front,130
2025-10-26T01:49:49.096844,gate_a,276
2025-10-26T01:49:49.096857,stage_front,118
2025-10-26T01:49:53.121188,gate_a,253
2025-10-26T01:49:53.121200,stage_front,118
2025-10-26T01:49:57.164098,gate_a,243
2025-10-26T01:49:57.164115,stage_front,117
2025-10-26T01:50:01.194322,gate_a,243
2025-10-26T01:50:01.194335,stage_front,130
2025-10-26T01:50:05.240762,gate_a,231
2025-10-26T01:50:05.240775,stage_front,118
2025-10-26T01:50:09.285961,gate_a,232
2025-10-26T01:50:09.285975,stage_front,119
2025-10-26T01:50:13.331001,gate_a,220
2025-10-26T01:50:13.331014,stage_front,130
2025-10-26T01:50:17.367579,gate_a,214
2025-10-26T01:50:17.367607,stage_front,130
2025-10-26T01:50:21.410512,gate_a,209
2025-10-26T01:50:21.410526,stage_front,124
2025-10-26T01:50:25.456575,gate_a,205
2025-10-26T01:50:25.456588,stage_front,113
2025-10-26T01:50:29.498692,gate_a,210
2025-10-26T01:50:29.498711,stage_front,121
2025-10-26T01:50:33.518043,gate_a,201
2025-10-26T01:50:33.518057,stage_front,130
2025-10-26T01:50:37.565712,gate_a,209
2025-10-26T01:50:37.565732,stage_front,124
2025-10-26T01:50:41.582766,gate_a,205
2025-10-26T01:50:41.582779,stage_front,121
2025-10-26T01:50:45.611902,gate_a,186
2025-10-26T01:50:45.611918,stage_front,120
2025-10-26T01:50:49.627338,gate_a,191
2025-10-26T01:50:49.627358,stage_front,120
2025-10-26T01:50:53.641225,gate_a,180
2025-10-26T01:50:53.641241,stage_front,112
2025-10-26T01:50:57.699189,gate_a,183
2025-10-26T01:50:57.699213,stage_front,123
2025-10-26T01:51:01.715308,gate_a,180
2025-10-26T01:51:01.715323,stage_front,125
2025-10-26T01:51:05.749912,gate_a,168
2025-10-26T01:51:05.749926,stage_front,125
2025-10-26T01:51:09.801151,gate_a,162
2025-10-26T01:51:09.801165,stage_front,113
2025-10-26T01:51:13.843591,gate_a,169
2025-10-26T01:51:13.843605,stage_front,111
2025-10-26T01:51:17.892633,gate_a,160
2025-10-26T01:51:17.892649,stage_front,129
2025-10-26T01:51:21.917693,gate_a,156
2025-10-26T01:51:21.917711,stage_front,118
2025-10-26T01:51:25.965167,gate_a,150
2025-10-26T01:51:25.965193,stage_front,123
2025-10-26T01:51:30.029586,gate_a,86
2025-10-26T01:51:30.029599,stage_front,115
2025-10-26T01:51:34.059276,gate_a,88
2025-10-26T01:51:34.059289,stage_front,119
2025-10-26T01:51:38.095498,gate_a,99
2025-10-26T01:51:38.095511,stage_front,113
2025-10-26T01:51:42.140842,gate_a,92
2025-10-26T01:51:42.140855,stage_front,117
2025-10-26T01:51:46.176487,gate_a,81
2025-10-26T01:51:46.176500,stage_front,129
2025-10-26T01:51:50.200394,gate_a,83
2025-10-26T01:51:50.200409,stage_front,129
2025-10-26T01:51:54.233634,gate_a,86
2025-10-26T01:51:54.233646,stage_front,117
2025-10-26T01:51:58.253325,gate_a,103
2025-10-26T01:51:58.253339,stage_front,122
2025-10-26T01:52:02.298479,gate_a,129
2025-10-26T01:52:02.298494,stage_front,129
2025-10-26T01:52:06.320967,gate_a,150
2025-10-26T01:52:06.320980,stage_front,123
2025-10-26T01:52:10.360739,gate_a,163
2025-10-26T01:52:10.360796,stage_front,111
2025-10-26T01:52:14.410280,gate_a,184
2025-10-26T01:52:14.410393,stage_front,117
2025-10-26T01:52:18.428911,gate_a,211
2025-10-26T01:52:18.428926,stage_front,117
2025-10-26T01:52:22.458394,gate_a,221
2025-10-26T01:52:22.458410,stage_front,113
2025-10-26T01:52:26.496547,gate_a,247
2025-10-26T01:52:26.496560,stage_front,112
2025-10-26T01:52:30.535423,gate_a,279
2025-10-26T01:52:30.535444,stage_front,117
2025-10-26T01:52:34.574506,gate_a,266
2025-10-26T01:52:34.574526,stage_front,122
2025-10-26T01:52:38.603373,gate_a,263
2025-10-26T01:52:38.603386,stage_front,126
2025-10-26T01:52:42.626817,gate_a,257
2025-10-26T01:52:42.626829,stage_front,115
2025-10-26T01:52:46.650960,gate_a,277
2025-10-26T01:52:46.650972,stage_front,129
2025-10-26T01:52:50.706808,gate_a,266
2025-10-26T01:52:50.706826,stage_front,113
2025-10-26T01:52:54.748357,gate_a,278
2025-10-26T01:52:54.748372,stage_front,122
2025-10-26T01:52:58.763384,gate_a,250
2025-10-26T01:52:58.763401,stage_front,113
2025-10-26T01:53:02.778297,gate_a,237
2025-10-26T01:53:02.778309,stage_front,121
2025-10-26T01:53:06.806379,gate_a,230
2025-10-26T01:53:06.806410,stage_front,124
2025-10-26T01:53:10.849568,gate_a,244
2025-10-26T01:53:10.849583,stage_front,116
2025-10-26T01:53:14.895505,gate_a,231
2025-10-26T01:53:14.895519,stage_front,126
2025-10-26T01:53:18.940223,gate_a,223
2025-10-26T01:53:18.940235,stage_front,130
2025-10-26T01:53:22.997007,gate_a,221
2025-10-26T01:53:22.997019,stage_front,113
2025-10-26T01:53:27.020106,gate_a,212
2025-10-26T01:53:27.020130,stage_front,119
2025-10-26T01:53:31.075283,gate_a,207
2025-10-26T01:53:31.075297,stage_front,113
2025-10-26T01:53:35.102438,gate_a,213
2025-10-26T01:53:35.102451,stage_front,122
2025-10-26T01:53:39.146146,gate_a,198
2025-10-26T01:53:39.146162,stage_front,112
2025-10-26T01:53:43.173157,gate_a,208
2025-10-26T01:53:43.173170,stage_front,111
2025-10-26T01:53:47.220190,gate_a,197
2025-10-26T01:53:47.220211,stage_front,114
2025-10-26T01:53:51.241543,gate_a,181
2025-10-26T01:53:51.241568,stage_front,130
2025-10-26T01:53:55.277507,gate_a,177
2025-10-26T01:53:55.277521,stage_front,121
2025-10-26T01:53:59.311515,gate_a,182
2025-10-26T01:53:59.311530,stage_front,116
2025-10-26T01:54:03.351116,gate_a,183
2025-10-26T01:54:03.351134,stage_front,129
2025-10-26T01:54:07.375606,gate_a,174
2025-10-26T01:54:07.375620,stage_front,114
2025-10-26T01:54:11.401500,gate_a,162
2025-10-26T01:54:11.401520,stage_front,125
2025-10-26T01:54:15.444607,gate_a,158
2025-10-26T01:54:15.444625,stage_front,128
2025-10-26T01:54:19.489841,gate_a,167
2025-10-26T01:54:19.489854,stage_front,112
2025-10-26T01:54:23.538413,gate_a,153
2025-10-26T01:54:23.538432,stage_front,112
2025-10-26T01:54:27.585720,gate_a,154
2025-10-26T01:54:27.585745,stage_front,118
2025-10-26T01:54:31.608377,gate_a,156
2025-10-26T01:54:31.608390,stage_front,110
2025-10-26T01:54:35.653540,gate_a,91
2025-10-26T01:54:35.653554,stage_front,111
2025-10-26T01:54:39.696532,gate_a,88
2025-10-26T01:54:39.696545,stage_front,110
2025-10-26T01:54:43.720286,gate_a,99
2025-10-26T01:54:43.720302,stage_front,116
2025-10-26T01:54:47.779597,gate_a,86
2025-10-26T01:54:47.779611,stage_front,111
2025-10-26T01:54:51.807831,gate_a,93
2025-10-26T01:54:51.807844,stage_front,111
2025-10-26T01:54:55.834953,gate_a,83
2025-10-26T01:54:55.834975,stage_front,123
2025-10-26T01:54:59.867240,gate_a,100
2025-10-26T01:54:59.867252,stage_front,115
2025-10-26T01:55:03.898446,gate_a,105
2025-10-26T01:55:03.898462,stage_front,127
2025-10-26T01:55:07.919592,gate_a,126
2025-10-26T01:55:07.919610,stage_front,122
2025-10-26T01:55:11.977644,gate_a,134
2025-10-26T01:55:11.977663,stage_front,119
2025-10-26T01:55:16.033141,gate_a,152
2025-10-26T01:55:16.033154,stage_front,130
2025-10-26T01:55:20.056772,gate_a,182
2025-10-26T01:55:20.056788,stage_front,127
2025-10-26T01:55:24.106975,gate_a,194
2025-10-26T01:55:24.106988,stage_front,128
2025-10-26T01:55:28.130797,gate_a,217
2025-10-26T01:55:28.130827,stage_front,114
2025-10-26T01:55:32.157123,gate_a,243
2025-10-26T01:55:32.157137,stage_front,110
2025-10-26T01:55:36.197450,gate_a,250
2025-10-26T01:55:36.197463,stage_front,125
2025-10-26T01:55:40.225049,gate_a,253
2025-10-26T01:55:40.225062,stage_front,122
2025-10-26T01:55:44.268935,gate_a,281
2025-10-26T01:55:44.268949,stage_front,127
2025-10-26T01:55:48.324878,gate_a,258
2025-10-26T01:55:48.324897,stage_front,115
2025-10-26T01:55:52.371845,gate_a,274
2025-10-26T01:55:52.371858,stage_front,114
2025-10-26T01:55:56.406876,gate_a,290
2025-10-26T01:55:56.406894,stage_front,128
2025-10-26T01:56:00.429416,gate_a,254
2025-10-26T01:56:00.429435,stage_front,117
2025-10-26T01:56:04.454093,gate_a,241
2025-10-26T01:56:04.454106,stage_front,122
2025-10-26T01:56:08.477129,gate_a,242
2025-10-26T01:56:08.477142,stage_front,115
2025-10-26T01:56:12.494612,gate_a,247
2025-10-26T01:56:12.494640,stage_front,120
2025-10-26T01:56:16.546203,gate_a,239
2025-10-26T01:56:16.546222,stage_front,116
2025-10-26T01:56:20.606215,gate_a,240
2025-10-26T01:56:20.606229,stage_front,116
2025-10-26T01:56:24.633199,gate_a,230
2025-10-26T01:56:24.633222,stage_front,113
2025-10-26T01:56:28.686552,gate_a,213
2025-10-26T01:56:28.686565,stage_front,114
2025-10-26T01:56:32.723717,gate_a,215
2025-10-26T01:56:32.723737,stage_front,118
2025-10-26T01:56:36.765567,gate_a,212
2025-10-26T01:56:36.765581,stage_front,123
2025-10-26T01:56:40.780567,gate_a,207
2025-10-26T01:56:40.780582,stage_front,125
2025-10-26T01:56:44.803478,gate_a,203
2025-10-26T01:56:44.803496,stage_front,118
2025-10-26T01:56:48.816917,gate_a,206
2025-10-26T01:56:48.816933,stage_front,119
2025-10-26T01:56:52.866141,gate_a,205
2025-10-26T01:56:52.866155,stage_front,114
2025-10-26T01:56:56.896885,gate_a,181
2025-10-26T01:56:56.896904,stage_front,116
2025-10-26T01:57:00.930477,gate_a,196
2025-10-26T01:57:00.930490,stage_front,111
2025-10-26T01:57:04.950077,gate_a,184
2025-10-26T01:57:04.950095,stage_front,118
2025-10-26T01:57:08.969985,gate_a,186
2025-10-26T01:57:08.969997,stage_front,125
2025-10-26T01:57:13.007737,gate_a,174
2025-10-26T01:57:13.007753,stage_front,114
2025-10-26T01:57:17.031176,gate_a,167
2025-10-26T01:57:17.031188,stage_front,130
2025-10-26T01:57:21.083695,gate_a,162
2025-10-26T01:57:21.083708,stage_front,114
2025-10-26T01:57:25.121327,gate_a,153
2025-10-26T01:57:25.121340,stage_front,112
2025-10-26T01:57:29.255757,gate_a,163
2025-10-26T01:57:29.255773,stage_front,130
2025-10-26T01:57:33.301516,gate_a,161
2025-10-26T01:57:33.301531,stage_front,114
2025-10-26T01:57:37.349515,gate_a,150
2025-10-26T01:57:37.349529,stage_front,116
2025-10-26T01:57:41.371790,gate_a,94
2025-10-26T01:57:41.371802,stage_front,117
2025-10-26T01:57:45.399316,gate_a,80
2025-10-26T01:57:45.399330,stage_front,121
2025-10-26T01:57:49.426835,gate_a,90
2025-10-26T01:57:49.426847,stage_front,127
2025-10-26T01:57:53.466099,gate_a,89
2025-10-26T01:57:53.466112,stage_front,125
2025-10-26T01:57:57.506440,gate_a,80
2025-10-26T01:57:57.506454,stage_front,130
2025-10-26T01:58:01.534680,gate_a,81
2025-10-26T01:58:01.534700,stage_front,130
2025-10-26T01:58:05.565247,gate_a,81
2025-10-26T01:58:05.565269,stage_front,127
2025-10-26T01:58:09.608504,gate_a,100
2025-10-26T01:58:09.608518,stage_front,127
2025-10-26T01:58:13.641503,gate_a,125
2025-10-26T01:58:13.641523,stage_front,125
2025-10-26T01:58:17.683018,gate_a,145
2025-10-26T01:58:17.683030,stage_front,123
2025-10-26T01:58:21.706681,gate_a,152
2025-10-26T01:58:21.706700,stage_front,113
2025-10-26T01:58:25.737690,gate_a,175
2025-10-26T01:58:25.737720,stage_front,119
2025-10-26T01:58:29.767424,gate_a,208
2025-10-26T01:58:29.767437,stage_front,127
2025-10-26T01:58:33.818252,gate_a,216
2025-10-26T01:58:33.818266,stage_front,121
2025-10-26T01:58:37.868056,gate_a,243
2025-10-26T01:58:37.868070,stage_front,113
2025-10-26T01:58:41.897394,gate_a,286
2025-10-26T01:58:41.897408,stage_front,123
2025-10-26T01:58:45.945202,gate_a,263
2025-10-26T01:58:45.945216,stage_front,118
2025-10-26T01:58:49.983551,gate_a,269
2025-10-26T01:58:49.983573,stage_front,119
2025-10-26T01:58:54.008179,gate_a,288
2025-10-26T01:58:54.008191,stage_front,124
2025-10-26T01:58:58.055807,gate_a,284
2025-10-26T01:58:58.055821,stage_front,126
2025-10-26T01:59:02.107014,gate_a,281
2025-10-26T01:59:02.107031,stage_front,110
2025-10-26T01:59:06.143886,gate_a,264
2025-10-26T01:59:06.143899,stage_front,126
2025-10-26T01:59:10.176104,gate_a,242
2025-10-26T01:59:10.176117,stage_front,124
2025-10-26T01:59:14.218755,gate_a,238
2025-10-26T01:59:14.218771,stage_front,115
2025-10-26T01:59:18.261929,gate_a,243
2025-10-26T01:59:18.261949,stage_front,128
2025-10-26T01:59:22.300330,gate_a,245
2025-10-26T01:59:22.300343,stage_front,124
2025-10-26T01:59:26.317573,gate_a,226
2025-10-26T01:59:26.317586,stage_front,124
2025-10-26T01:59:30.326618,gate_a,223
2025-10-26T01:59:30.326641,stage_front,114
2025-10-26T01:59:34.347723,gate_a,220
2025-10-26T01:59:34.347742,stage_front,130
2025-10-26T01:59:38.380114,gate_a,209
2025-10-26T01:59:38.380134,stage_front,130
2025-10-26T01:59:42.410458,gate_a,206
2025-10-26T01:59:42.410473,stage_front,115
2025-10-26T01:59:46.444251,gate_a,218
2025-10-26T01:59:46.444264,stage_front,115
2025-10-26T01:59:50.499062,gate_a,201
2025-10-26T01:59:50.499077,stage_front,113
2025-10-26T01:59:54.538909,gate_a,197
2025-10-26T01:59:54.538922,stage_front,124
2025-10-26T01:59:58.574128,gate_a,204
2025-10-26T01:59:58.574140,stage_front,128
2025-10-26T02:00:02.615981,gate_a,196
2025-10-26T02:00:02.615994,stage_front,124
2025-10-26T02:00:06.639857,gate_a,177
2025-10-26T02:00:06.639870,stage_front,117
2025-10-26T02:00:10.680147,gate_a,185
2025-10-26T02:00:10.680165,stage_front,126
2025-10-26T02:00:14.724941,gate_a,180
2025-10-26T02:00:14.725014,stage_front,117
2025-10-26T02:00:18.768091,gate_a,181
2025-10-26T02:00:18.768103,stage_front,123
2025-10-26T02:00:22.813134,gate_a,170
2025-10-26T02:00:22.813147,stage_front,125
2025-10-26T02:00:26.849237,gate_a,172
2025-10-26T02:00:26.849250,stage_front,112
2025-10-26T02:00:30.871437,gate_a,158
2025-10-26T02:00:30.871456,stage_front,111
2025-10-26T02:00:34.909869,gate_a,155
2025-10-26T02:00:34.909882,stage_front,129
2025-10-26T02:00:38.939988,gate_a,150
2025-10-26T02:00:38.940001,stage_front,126
2025-10-26T02:00:42.990852,gate_a,150
2025-10-26T02:00:42.990866,stage_front,127
2025-10-26T02:00:47.008193,gate_a,89
2025-10-26T02:00:47.008210,stage_front,128
2025-10-26T02:00:51.045858,gate_a,97
2025-10-26T02:00:51.045871,stage_front,116
2025-10-26T02:00:55.087785,gate_a,100
2025-10-26T02:00:55.087801,stage_front,122
2025-10-26T02:00:59.119089,gate_a,85
2025-10-26T02:00:59.119108,stage_front,116
2025-10-26T02:01:03.154014,gate_a,86
2025-10-26T02:01:03.154037,stage_front,110
2025-10-26T02:01:07.173007,gate_a,88
2025-10-26T02:01:07.173032,stage_front,111
2025-10-26T02:01:11.224454,gate_a,92
2025-10-26T02:01:11.224468,stage_front,127
2025-10-26T02:01:15.257125,gate_a,108
2025-10-26T02:01:15.257145,stage_front,119
2025-10-26T02:01:19.294638,gate_a,111
2025-10-26T02:01:19.294660,stage_front,120
2025-10-26T02:01:23.335523,gate_a,134
2025-10-26T02:01:23.335547,stage_front,123
2025-10-26T02:01:27.361361,gate_a,153
